BEGIN HISTO1D ATLAS_2010_I882098_d17-x01-y01
0.5 0.03201012 0.0002165022
1.5 0.03897445 0.0002388958
2.5 0.04947511 0.0002691609
3.5 0.05926705 0.0002945949
4.5 0.06392945 0.0003059631
5.5 0.06346234 0.0003048433
6.5 0.05802237 0.0002914851
7.5 0.05038592 0.0002716272
8.5 0.04325174 0.0002516636
9.5 0.03671353 0.0002318631
10.5 0.03214191 0.0002169474
11.5 0.02853089 0.0002043978
12.5 0.02609865 0.0001954914
13.5 0.02376012 0.0001865275
14.5 0.02238219 0.0001810381
15.5 0.02074947 0.0001743099
16.5 0.01937008 0.0001684164
17.5 0.01829673 0.0001636836
18.5 0.01703741 0.0001579503
19.5 0.01620714 0.0001540536
20.5 0.01516015 0.0001489945
21.5 0.01426837 0.0001445459
22.5 0.01337074 0.0001399253
23.5 0.01285091 0.0001371783
24.5 0.01234279 0.000134439
25.5 0.01171166 0.0001309567
26.5 0.0110454 0.0001271772
27.5 0.01060171 0.0001245967
28.5 0.00984465 0.0001200656
29.5 0.009417067 0.0001174293
30.5 0.009275028 0.0001165403
31.5 0.008314919 6.370697e-05
34.5 0.00677367 4.453953e-05
39.5 0.004594609 2.593838e-05
49.5 0.002524787 1.922786e-05
59.5 0.001226664 1.340236e-05
69.5 0.0005029953 8.582238e-06
79.5 0.00012293 3.000078e-06
99.5 1.29e-05 9.484266e-07
120.5 0 0
END

BEGIN HISTO1D ATLAS_2010_I882098_d10-x01-y01
0.5 2.070082 0.001330373
0.6 1.392885 0.001002937
0.7 0.9395732 0.0007664003
0.8 0.6357779 0.0005919095
0.9 0.4330293 0.0004619069
1.0 0.2974366 0.0003640376
1.1 0.2069471 0.0002900897
1.2 0.145402 0.0002331739
1.3 0.1047895 0.0001904399
1.4 0.07651258 0.0001570002
1.5 0.05684935 0.000130873
1.6 0.04282221 0.0001100753
1.7 0.03283028 9.35846e-05
1.8 0.02540325 8.005662e-05
1.9 0.01984195 6.891153e-05
2.0 0.01557644 5.954866e-05
2.1 0.01250615 5.209871e-05
2.2 0.009885095 4.527632e-05
2.3 0.007942038 3.970868e-05
2.4 0.006404924 3.49218e-05
2.5 0.004500696 1.792372e-05
2.75 0.002731327 1.333581e-05
3.0 0.001730704 1.018135e-05
3.25 0.001082293 7.744086e-06
3.5 0.0006011332 3.885555e-06
4.0 0.0002791812 2.484506e-06
4.5 0.0001351349 1.633615e-06
5.0 5.77205e-05 7.061506e-07
6.0 1.985953e-05 3.799669e-07
7.0 7.662166e-06 2.192572e-07
8.0 3.529328e-06 1.395908e-07
9.0 1.943739e-06 9.796597e-08
10.0 4.437435e-07 1.90335e-08
15.0 4.747119e-08 5.134887e-09
20.0 4.131492e-09 9.075754e-10
30.0 4.443441e-10 1.687377e-10
50.0 0 0
END

BEGIN HISTO1D L3_2004_I652683_d59-x01-y02
1.0 1.406349e-05 4.240303e-06
3.0 0.0001572554 1.417924e-05
5.0 0.001159599 3.850385e-05
7.0 0.005803109 8.613519e-05
9.0 0.01961602 0.0001583637
11.0 0.04725334 0.0002457913
13.0 0.08481565 0.0003292974
15.0 0.1190462 0.0003901288
17.0 0.13688 0.0004183312
19.0 0.1351208 0.0004156342
21.0 0.1201137 0.0003918741
23.0 0.09740119 0.0003528843
25.0 0.07377453 0.0003071167
27.0 0.05423139 0.000263315
29.0 0.03846749 0.0002217671
31.0 0.0254383 0.0001803409
33.0 0.01649264 0.0001452096
35.0 0.01021393 0.0001142738
37.0 0.006194329 8.899127e-05
39.0 0.003601533 6.785689e-05
41.0 0.002003408 5.060985e-05
43.0 0.001111016 3.768863e-05
45.0 0.0005638182 2.684849e-05
47.0 0.0002787129 1.887682e-05
49.0 0.0001240144 1.259176e-05
51.0 6.520347e-05 9.130312e-06
53.0 3.324098e-05 6.519093e-06
55.0 1.278499e-05 4.04297e-06
57.0 0 0
END

BEGIN HISTO1D L3_2004_I652683_d65-x01-y02
0.0 0.005593435 0.0001890926
0.2 0.04126996 0.0005136322
0.4 0.1375537 0.0009377163
0.6 0.3352865 0.001464007
0.8 0.6533132 0.0020436
1.0 1.070686 0.002616172
1.2 1.571602 0.003169615
1.4 2.117649 0.003679275
1.6 2.676244 0.004136168
1.8 3.245349 0.004554765
2.0 3.802142 0.004930028
2.2 4.323316 0.00525707
2.4 4.818798 0.005550149
2.6 5.318461 0.005830802
2.8 5.78092 0.006079022
3.0 6.188077 0.006289457
3.2 6.528075 0.00645993
3.4 6.764399 0.006575819
3.6 6.829449 0.006607362
3.8 6.728627 0.006558409
4.0 6.410952 0.006401718
4.2 5.896369 0.006139423
4.4 5.226269 0.005780044
4.6 4.467058 0.005343749
4.8 3.669331 0.004843159
5.0 2.904233 0.004308747
5.2 2.210244 0.003758853
5.4 1.605757 0.003203872
5.6 1.129899 0.002687541
5.8 0.7629189 0.002208383
6.0 0.4999508 0.001787717
6.2 0.325474 0.001442425
6.4 0.2126208 0.001165838
6.6 0.1366204 0.0009345297
6.8 0.09351583 0.0007731751
7.0 0.06377155 0.0006384821
7.2 0.04760492 0.0005516469
7.4 0.03549114 0.0004763161
7.6 0.02782015 0.000421711
7.8 0.02158107 0.0003714255
