BEGIN HISTO1D ATLAS_2010_I882098_d17-x01-y01
0.5 0.03996193 0.0002422558
1.5 0.05327915 0.0002797239
2.5 0.07243403 0.0003261537
3.5 0.08955198 0.0003626508
4.5 0.09979542 0.0003828303
5.5 0.0993666 0.0003820069
6.5 0.09119093 0.0003659543
7.5 0.07782818 0.00033808
8.5 0.06542296 0.0003099675
9.5 0.05279305 0.000278445
10.5 0.04330446 0.0002521839
11.5 0.0352404 0.0002274948
12.5 0.02890048 0.0002060172
13.5 0.02393369 0.0001874804
14.5 0.01996702 0.0001712409
15.5 0.016905 0.0001575646
16.5 0.0140897 0.0001438473
17.5 0.01196905 0.0001325809
18.5 0.01010246 0.0001218049
19.5 0.008379802 0.0001109348
20.5 0.007201989 0.0001028436
21.5 0.006081451 9.450496e-05
22.5 0.005066652 8.626042e-05
23.5 0.00442047 8.05722e-05
24.5 0.003645052 7.316492e-05
25.5 0.003097267 6.744353e-05
26.5 0.002489268 6.04626e-05
27.5 0.002141211 5.607648e-05
28.5 0.001853367 5.21713e-05
29.5 0.00164042 4.908272e-05
30.5 0.001245368 4.276613e-05
31.5 0.0008733244 2.067655e-05
34.5 0.0004822865 1.190196e-05
39.5 0.0001389291 4.516974e-06
49.5 2.261636e-05 1.822478e-06
59.5 4.846363e-06 8.436435e-07
69.5 5.874379e-07 2.93719e-07
79.5 0.0 nan
99.5 0.0 nan
120.5 0 0
END

BEGIN HISTO1D ATLAS_2010_I882098_d10-x01-y01
0.5 1.228462 0.001026631
0.6 0.7923943 0.0007577578
0.7 0.5086901 0.000564893
0.8 0.3277996 0.0004257523
0.9 0.2111581 0.0003231092
1.0 0.13748 0.0002479112
1.1 0.09138703 0.0001930732
1.2 0.06203399 0.0001525461
1.3 0.04309059 0.0001223081
1.4 0.03069949 9.959832e-05
1.5 0.0223669 8.221548e-05
1.6 0.01650926 6.845062e-05
1.7 0.01258308 5.802216e-05
1.8 0.009616478 4.932901e-05
1.9 0.007458625 4.231358e-05
2.0 0.005809155 3.641479e-05
2.1 0.004602424 3.165049e-05
2.2 0.003720511 2.781847e-05
