BEGIN HISTO1D ATLAS_2010_I882098_d17-x01-y01
0.5 0.1049969 0.0004033035
1.5 0.09592827 0.0003854935
2.5 0.07956792 0.0003510854
3.5 0.06426252 0.0003155169
4.5 0.05224128 0.0002844793
5.5 0.04356771 0.0002597922
6.5 0.03727979 0.0002403148
7.5 0.03216457 0.0002232198
8.5 0.02831653 0.000209442
9.5 0.02554824 0.000198941
10.5 0.02257236 0.000186996
11.5 0.02064214 0.0001788221
12.5 0.01910541 0.000172037
13.5 0.01770655 0.0001656192
14.5 0.01634486 0.0001591235
15.5 0.01509162 0.0001529015
16.5 0.01415904 0.0001481019
17.5 0.0131707 0.0001428394
18.5 0.01241472 0.0001386795
19.5 0.01161847 0.0001341585
20.5 0.01097868 0.0001304124
21.5 0.01064407 0.0001284096
22.5 0.009985686 0.0001243749
23.5 0.009367584 0.0001204641
24.5 0.009170844 0.0001191924
25.5 0.0087154 0.000116195
26.5 0.008351355 0.0001137424
27.5 0.007868027 0.0001104019
28.5 0.007626362 0.0001086932
29.5 0.007285554 0.0001062368
30.5 0.007200352 0.0001056138
31.5 0.006667968 5.867862e-05
34.5 0.005839907 4.25365e-05
39.5 0.004654668 2.685271e-05
49.5 0.003305841 2.263001e-05
59.5 0.002209833 1.850221e-05
69.5 0.001330237 1.435517e-05
79.5 0.0004995941 6.220674e-06
99.5 8.077602e-05 2.441043e-06
120.5 0 0
END

BEGIN HISTO1D ATLAS_2010_I882098_d10-x01-y01
0.5 2.331163 0.001453676
0.6 1.377854 0.001026679
0.7 0.8563235 0.0007527624
0.8 0.5631716 0.0005730155
0.9 0.3868379 0.0004489931
1.0 0.2740605 0.0003593627
1.1 0.1990698 0.0002925897
1.2 0.1466829 0.0002408495
1.3 0.1100674 0.0002007298
1.4 0.08277844 0.0001679476
1.5 0.06336884 0.0001421086
1.6 0.04866765 0.0001207019
1.7 0.03763514 0.0001030536
1.8 0.02936252 8.852443e-05
1.9 0.0230039 7.631796e-05
2.0 0.0180875 6.599601e-05
2.1 0.01431191 5.732484e-05
2.2 0.01146752 5.01567e-05
2.3 0.009136871 4.380722e-05
2.4 0.007301593 3.835145e-05
2.5 0.005075867 1.957816e-05
2.75 0.00308051 1.456881e-05
3.0 0.001895775 1.095819e-05
3.25 0.001192041 8.360751e-06
3.5 0.0006540875 4.169457e-06
4.0 0.0002954005 2.628738e-06
4.5 0.0001465821 1.750414e-06
5.0 6.291687e-05 7.581992e-07
6.0 2.2361e-05 4.14854e-07
7.0 9.263093e-06 2.479246e-07
8.0 4.1197e-06 1.552417e-07
9.0 2.181325e-06 1.067381e-07
10.0 5.398973e-07 2.15407e-08
15.0 4.793581e-08 5.31397e-09
20.0 7.498852e-09 1.2752e-09
30.0 4.923528e-10 1.883476e-10
50.0 0 0
END

BEGIN HISTO1D L3_2004_I652683_d59-x01-y02
1.0 1.150144e-05 3.833812e-06
3.0 0.0001290717 1.284311e-05
5.0 0.001202539 3.920165e-05
7.0 0.006130265 8.851042e-05
9.0 0.01901315 0.0001558769
11.0 0.04357511 0.0002359794
13.0 0.07663279 0.0003129407
15.0 0.1074809 0.0003706128
17.0 0.125027 0.0003997207
19.0 0.1264136 0.0004019311
21.0 0.1155447 0.0003842641
23.0 0.09949253 0.0003565743
25.0 0.07934585 0.0003184321
27.0 0.06123492 0.0002797399
29.0 0.0451802 0.0002402862
31.0 0.03236376 0.0002033688
33.0 0.02219138 0.0001684019
35.0 0.01468989 0.0001370137
37.0 0.009601143 0.0001107685
39.0 0.005985858 8.746172e-05
41.0 0.003787806 6.957427e-05
43.0 0.00220572 5.30921e-05
45.0 0.00122043 3.949219e-05
47.0 0.0007386478 3.07237e-05
49.0 0.000387215 2.224492e-05
51.0 0.0001968023 1.585878e-05
53.0 0.0001086247 1.1782e-05
55.0 5.878512e-05 8.667393e-06
57.0 0 0
END

BEGIN HISTO1D L3_2004_I652683_d65-x01-y02
0.0 0.00978261 0.0002500156
0.2 0.06620993 0.0006504312
0.4 0.1882657 0.001096795
0.6 0.3930424 0.001584745
0.8 0.7010189 0.002116434
1.0 1.089518 0.0026385
1.2 1.544049 0.003141017
1.4 2.044355 0.003614248
1.6 2.558597 0.004043344
1.8 3.078417 0.004435101
2.0 3.609368 0.004802367
2.2 4.116818 0.005128857
2.4 4.618523 0.005432395
2.6 5.121653 0.005720643
2.8 5.596624 0.005980023
3.0 6.036209 0.006210433
3.2 6.395105 0.006392395
3.4 6.650239 0.006518661
3.6 6.799796 0.006591552
3.8 6.823195 0.006602884
4.0 6.714525 0.006550093
4.2 6.41722 0.006403438
4.4 5.915035 0.006147782
4.6 5.223601 0.005777298
4.8 4.416091 0.005312009
5.0 3.555062 0.004766102
5.2 2.725016 0.004172769
5.4 1.988962 0.003564947
5.6 1.394242 0.002984757
5.8 0.9412967 0.002452466
6.0 0.6162278 0.001984314
6.2 0.3958411 0.001590377
