BEGIN HISTO1D ATLAS_2010_I882098_d17-x01-y01
0.5 0.05356987 0.0002810683
1.5 0.0666121 0.000313421
2.5 0.07471114 0.0003319283
3.5 0.07524498 0.000333112
4.5 0.06809122 0.0003168817
5.5 0.05953798 0.0002963115
6.5 0.05016185 0.0002719808
7.5 0.04298007 0.000251759
8.5 0.03743078 0.0002349449
9.5 0.03251119 0.0002189616
10.5 0.02924916 0.0002076865
11.5 0.02651654 0.000197747
12.5 0.02432662 0.0001894054
13.5 0.0220836 0.0001804623
14.5 0.02043489 0.0001735952
15.5 0.01901475 0.0001674545
16.5 0.01793233 0.0001626185
17.5 0.01653874 0.0001561718
18.5 0.01573945 0.0001523514
19.5 0.0144078 0.000145764
20.5 0.01383267 0.0001428251
21.5 0.01325164 0.0001397933
22.5 0.01229898 0.0001346747
23.5 0.0116162 0.0001308831
24.5 0.01094226 0.0001270296
25.5 0.01056916 0.0001248452
26.5 0.009843608 0.0001204838
27.5 0.009364331 0.0001175141
28.5 0.008935194 0.0001147899
29.5 0.008532602 0.000112174
30.5 0.007958944 0.0001083376
31.5 0.007062328 5.892029e-05
34.5 0.005739229 4.114275e-05
39.5 0.003706211 2.33785e-05
49.5 0.001761527 1.611744e-05
59.5 0.0007361692 1.041934e-05
69.5 0.0002701647 6.311983e-06
79.5 5.279418e-05 1.973011e-06
99.5 3.370738e-06 4.865241e-07
120.5 0 0
END

BEGIN HISTO1D ATLAS_2010_I882098_d10-x01-y01
0.5 1.712408 0.001214357
0.6 1.138801 0.0009101075
0.7 0.765578 0.0006942521
0.8 0.5185864 0.0005364604
0.9 0.3553966 0.0004199138
1.0 0.2483216 0.0003337745
1.1 0.1770955 0.0002692751
1.2 0.1291659 0.0002205245
1.3 0.09569489 0.0001826143
1.4 0.07239707 0.0001532435
1.5 0.05541785 0.0001296652
1.6 0.04311425 0.0001108351
1.7 0.03370461 9.515122e-05
1.8 0.02657599 8.217134e-05
1.9 0.02121361 7.150224e-05
2.0 0.01675119 6.196733e-05
2.1 0.01351946 5.435472e-05
2.2 0.01098004 4.788323e-05
2.3 0.008885655 4.214746e-05
2.4 0.007302348 3.742151e-05
2.5 0.005191939 1.931586e-05
2.75 0.003231542 1.455633e-05
3.0 0.002084224 1.120912e-05
3.25 0.001354746 8.695004e-06
3.5 0.0007562412 4.37242e-06
4.0 0.0003551557 2.812594e-06
4.5 0.0001842562 1.914613e-06
5.0 7.88596e-05 8.283613e-07
6.0 2.847375e-05 4.566197e-07
7.0 1.184126e-05 2.737328e-07
8.0 5.505007e-06 1.748876e-07
9.0 2.770242e-06 1.17429e-07
10.0 6.824546e-07 2.37731e-08
15.0 6.985347e-08 6.268297e-09
20.0 1.204107e-08 1.565407e-09
30.0 1.015769e-09 2.642766e-10
50.0 0 0
END

BEGIN HISTO1D L3_2004_I652683_d59-x01-y02
1.0 4.21983e-05 7.345781e-06
3.0 0.0005575291 2.67008e-05
5.0 0.00402802 7.17689e-05
7.0 0.01648931 0.0001452084
9.0 0.04443993 0.000238384
11.0 0.08459609 0.0003289013
13.0 0.1219339 0.0003948687
15.0 0.1414986 0.0004253697
17.0 0.1395715 0.0004224632
19.0 0.1227817 0.0003962391
21.0 0.09941025 0.0003565382
23.0 0.07436875 0.0003083797
25.0 0.05348571 0.0002615227
27.0 0.03667032 0.0002165449
29.0 0.02425507 0.0001761132
31.0 0.01518499 0.0001393471
33.0 0.009012534 0.0001073529
35.0 0.005270951 8.209846e-05
37.0 0.003058737 6.254054e-05
39.0 0.001635504 4.573159e-05
41.0 0.0009015092 3.39528e-05
43.0 0.000446279 2.388877e-05
45.0 0.0002186639 1.672165e-05
47.0 8.311787e-05 1.03095e-05
49.0 2.941094e-05 6.132604e-06
51.0 2.045978e-05 5.114946e-06
53.0 5.114946e-06 2.557473e-06
55.0 3.836209e-06 2.214836e-06
57.0 0 0
END

BEGIN HISTO1D L3_2004_I652683_d65-x01-y02
0.0 0.01762738 0.000335714
0.2 0.1013846 0.0008051217
0.4 0.2602932 0.001290051
0.6 0.5078693 0.001801986
0.8 0.8385058 0.002315413
1.0 1.239626 0.002815275
1.2 1.687146 0.003284368
1.4 2.15056 0.003708099
1.6 2.625808 0.004097388
1.8 3.100245 0.004452188
2.0 3.545712 0.004761319
2.2 3.985713 0.005048107
2.4 4.401321 0.005304776
2.6 4.796758 0.005537955
2.8 5.187162 0.005758912
3.0 5.513323 0.005937208
3.2 5.747511 0.006061993
3.4 5.904303 0.006144122
3.6 5.948311 0.006166977
3.8 5.830482 0.006105591
4.0 5.555669 0.005959965
4.2 5.115029 0.00571873
4.4 4.53867 0.005386911
4.6 3.884175 0.00498339
4.8 3.193024 0.004518316
5.0 2.533899 0.00402504
5.2 1.930163 0.003512954
5.4 1.40622 0.002998487
5.6 0.9894798 0.002515237
5.8 0.6690349 0.002068235
6.0 0.4392843 0.001675901
6.2 0.282978 0.001345092
6.4 0.1842084 0.001085251
6.6 0.1210388 0.0008797065
6.8 0.08302196 0.0007285712
7.0 0.05586799 0.0005976639
7.2 0.04085563 0.0005110948
7.4 0.03174463 0.0004505165
7.6 0.02427042 0.0003939255
7.8 0.01933449 0.0003515944
8.0 0 0
END

BEGIN HISTO1D ALEPH_1996_I428072_d17-x01-y01
0.2 0.05664 0.0007525955
0.3 0.10634 0.001031213
0.4 0.17447 0.001320871
0.5 0.26145 0.001616942
0.6 0.3745 0.0019352
0.7 0.50385 0.00224466
0.8 0.65593 0.002561113
0.9 0.82841 0.002878211
1.0 1.0162 0.003187789
1.1 1.22441 0.003499157
1.2 1.44712 0.003804103
1.3 1.68683 0.004107104
1.4 1.927 0.004389761
1.5 2.18536 0.004674783
1.6 2.45604 0.004955845
