BEGIN HISTO1D ATLAS_2010_I882098_d17-x01-y01
0.5 0.1331189 0.0004620765
1.5 0.1141588 0.0004279062
2.5 0.09648657 0.0003933937
3.5 0.07990184 0.0003579912
4.5 0.06674152 0.000327184
5.5 0.05648112 0.0003009855
6.5 0.04838443 0.000278578
7.5 0.04140088 0.0002576907
8.5 0.03646556 0.000241844
9.5 0.03217342 0.0002271656
10.5 0.02886289 0.0002151611
11.5 0.02611213 0.0002046516
12.5 0.02331165 0.0001933662
13.5 0.02093782 0.0001832566
14.5 0.01895054 0.0001743431
15.5 0.01736264 0.0001668791
16.5 0.01559029 0.0001581325
17.5 0.01407778 0.0001502661
18.5 0.01286199 0.0001436309
19.5 0.0113607 0.0001349884
20.5 0.01063572 0.0001306103
21.5 0.009727892 0.0001249118
22.5 0.008757508 0.000118518
23.5 0.00796837 0.0001130521
24.5 0.007143946 0.0001070442
25.5 0.006341976 0.000100857
26.5 0.00571644 9.575397e-05
27.5 0.005233654 9.16213e-05
28.5 0.004754076 8.732267e-05
29.5 0.004466971 8.464485e-05
30.5 0.003878325 7.887077e-05
31.5 0.003129286 4.090307e-05
34.5 0.001964826 2.510562e-05
39.5 0.0008508898 1.168236e-05
49.5 0.0002197397 5.936742e-06
59.5 5.661906e-05 3.013528e-06
69.5 1.299191e-05 1.443545e-06
79.5 9.623636e-07 2.778104e-07
99.5 0.0 nan
120.5 0 0
END

BEGIN HISTO1D ATLAS_2010_I882098_d10-x01-y01
0.5 1.230614 0.001074843
0.6 0.7246575 0.0007575632
0.7 0.4556022 0.0005586646
0.8 0.3027207 0.0004274736
0.9 0.2094337 0.0003361696
1.0 0.1478876 0.0002686164
1.1 0.1075772 0.0002188453
1.2 0.07935337 0.0001802579
1.3 0.05943637 0.0001500964
1.4 0.04490294 0.0001258632
1.5 0.03453126 0.0001067414
1.6 0.02668645 9.094787e-05
1.7 0.0209502 7.823428e-05
1.8 0.01632143 6.715464e-05
1.9 0.01308005 5.855553e-05
2.0 0.01032305 5.073272e-05
2.1 0.008382665 4.463941e-05
2.2 0.006698565 3.900377e-05
2.3 0.005541831 3.471372e-05
2.4 0.004537138 3.076114e-05
2.5 0.0032708 1.598776e-05
2.75 0.002069779 1.214813e-05
3.0 0.001353236 9.419276e-06
3.25 0.000898492 7.383755e-06
3.5 0.0005315744 3.822385e-06
4.0 0.0002672216 2.543435e-06
4.5 0.0001443733 1.766841e-06
5.0 6.802237e-05 8.016168e-07
