BEGIN HISTO1D ATLAS_2010_I882098_d17-x01-y01
0.5 0.1218482 0.0004415398
1.5 0.09931696 0.0003986319
2.5 0.07711532 0.0003512616
3.5 0.0611697 0.0003128445
4.5 0.05054408 0.0002843777
5.5 0.04222087 0.0002599106
6.5 0.03602406 0.0002400804
7.5 0.03110885 0.0002231014
8.5 0.02792164 0.0002113639
9.5 0.02532164 0.0002012826
10.5 0.02253124 0.0001898685
11.5 0.02017443 0.000179664
12.5 0.01884323 0.0001736353
13.5 0.01723843 0.0001660769
14.5 0.01608003 0.0001603998
15.5 0.01495362 0.0001546798
16.5 0.01382402 0.0001487228
17.5 0.01314082 0.0001450012
18.5 0.01229442 0.0001402537
19.5 0.01141922 0.0001351694
20.5 0.01101122 0.0001327327
21.5 0.01053442 0.0001298272
22.5 0.01017122 0.0001275695
23.5 0.009398415 0.0001226274
24.5 0.009102415 0.0001206809
25.5 0.008515214 0.0001167234
26.5 0.008184013 0.0001144309
27.5 0.007769612 0.0001114962
28.5 0.007572812 0.0001100751
29.5 0.007299212 0.0001080683
30.5 0.007067211 0.000106337
31.5 0.006520544 5.897142e-05
34.5 0.005798409 4.307544e-05
39.5 0.004557447 2.700357e-05
49.5 0.003200965 2.263085e-05
59.5 0.002089603 1.828489e-05
69.5 0.001219202 1.396684e-05
79.5 0.0004688008 6.124061e-06
99.5 7.21525e-05 2.344641e-06
120.5 0 0
END

BEGIN HISTO1D ATLAS_2010_I882098_d10-x01-y01
0.5 2.294217 0.001465853
0.6 1.338389 0.00102836
0.7 0.8351906 0.0007555031
0.8 0.5521802 0.0005766293
0.9 0.3803699 0.0004524885
1.0 0.2691775 0.0003619411
1.1 0.1951226 0.0002943902
1.2 0.1429125 0.0002416136
1.3 0.1061071 0.000200304
1.4 0.07993258 0.0001677199
1.5 0.06051858 0.0001411394
1.6 0.04594895 0.0001191942
1.7 0.03539584 0.0001015681
1.8 0.02745875 8.700474e-05
1.9 0.02142578 7.485809e-05
2.0 0.01675408 6.455743e-05
2.1 0.01321125 5.597037e-05
2.2 0.0104438 4.864353e-05
2.3 0.008308034 4.245359e-05
2.4 0.006705693 3.735107e-05
2.5 0.004626815 1.899644e-05
2.75 0.002762833 1.402204e-05
3.0 0.001694222 1.052876e-05
3.25 0.00106874 8.04588e-06
3.5 0.0005791619 3.986508e-06
4.0 0.0002669296 2.539382e-06
4.5 0.0001351838 1.707879e-06
5.0 5.928529e-05 7.482151e-07
6.0 2.074697e-05 4.057265e-07
7.0 7.824631e-06 2.316081e-07
8.0 4.066411e-06 1.56604e-07
9.0 1.931881e-06 1.020026e-07
10.0 5.010674e-07 2.114111e-08
15.0 5.922946e-08 6.033224e-09
20.0 6.766676e-09 1.223969e-09
30.0 5.692208e-10 2.025748e-10
50.0 0 0
END

BEGIN HISTO1D L3_2004_I652683_d59-x01-y02
1.0 5.118487e-06 2.559243e-06
3.0 0.0001138863 1.207193e-05
5.0 0.0009277257 3.445487e-05
7.0 0.004211235 7.340836e-05
9.0 0.01442901 0.0001358811
11.0 0.03398803 0.0002085469
13.0 0.06353449 0.0002851317
15.0 0.09431579 0.0003474025
17.0 0.1158403 0.0003850088
19.0 0.1234937 0.0003975239
21.0 0.1180605 0.0003886807
23.0 0.1043442 0.0003654054
25.0 0.08605711 0.0003318442
27.0 0.06856725 0.0002962096
29.0 0.05241074 0.0002589709
31.0 0.03869192 0.0002225107
33.0 0.02765006 0.0001881
35.0 0.01899598 0.0001559092
37.0 0.01256588 0.0001268053
39.0 0.008528678 0.0001044676
41.0 0.005312989 8.245372e-05
43.0 0.003264315 6.463039e-05
45.0 0.001955262 5.001995e-05
47.0 0.00121692 3.946134e-05
49.0 0.000652607 2.889793e-05
51.0 0.000378768 2.201544e-05
53.0 0.0002303319 1.716793e-05
55.0 0.0001266825 1.273207e-05
57.0 0 0
END

BEGIN HISTO1D L3_2004_I652683_d65-x01-y02
0.0 0.007760905 0.0002228343
0.2 0.05728866 0.0006054247
0.4 0.1668243 0.001033131
0.6 0.3569952 0.001511322
0.8 0.6538163 0.002045284
1.0 1.037287 0.002576174
1.2 1.494656 0.003092405
1.4 2.00335 0.003580175
1.6 2.528564 0.004022192
1.8 3.077612 0.004437442
2.0 3.61312 0.004808028
2.2 4.151784 0.005153985
2.4 4.683102 0.005473846
2.6 5.218834 0.005778466
2.8 5.717413 0.006048192
3.0 6.201584 0.00629908
3.2 6.592086 0.006494373
3.4 6.872944 0.006631277
3.6 7.053351 0.006717746
3.8 7.128862 0.006753609
4.0 7.046876 0.006714661
4.2 6.794177 0.006593169
4.4 6.345625 0.006371812
4.6 5.683363 0.006030155
4.8 4.86031 0.00557645
5.0 3.933838 0.005016884
5.2 3.039031 0.004409541
5.4 2.238884 0.003784788
5.6 1.569181 0.003168563
5.8 1.060781 0.002605185
6.0 0.6966068 0.002111153
6.2 0.445206 0.001687743
6.4 0.2826044 0.001344669
6.6 0.1816359 0.00107802
6.8 0.1213913 0.0008812915
7.0 0.08307944 0.0007290756
7.2 0.05894577 0.0006141184
7.4 0.04373747 0.0005289963
7.6 0.03380121 0.0004650417
7.8 0.02635381 0.000410627
8.0 0 0
END

BEGIN HISTO1D ALEPH_1996_I428072_d17-x01-y01
0.2 0.03088 0.0005556978
0.3 0.06219 0.0007886064
0.4 0.10987 0.001048189
0.5 0.17739 0.001331878
0.6 0.2625 0.001620185
0.7 0.37729 0.001942395
0.8 0.51418 0.002267554
0.9 0.67245 0.002593164
1.0 0.85211 0.002919092
1.1 1.0588 0.003253921
1.2 1.28634 0.003586558
1.3 1.52783 0.003908747
1.4 1.78944 0.004230177
1.5 2.06664 0.004546031
1.6 2.34966 0.004847329
1.7 2.63244 0.005130731
1.8 2.94719 0.005428803
1.9 3.25301 0.005703516
2.0 3.55634 0.005963506
