BEGIN HISTO1D ATLAS_2010_I882098_d17-x01-y01
0.5 0.07697452 0.0003386122
1.5 0.0996933 0.0003853559
2.5 0.113077 0.0004104084
3.5 0.1127046 0.000409732
4.5 0.1033621 0.0003923826
5.5 0.08917998 0.0003644708
6.5 0.07430523 0.0003326892
7.5 0.05982224 0.000298511
8.5 0.04873842 0.0002694417
9.5 0.03957911 0.0002428075
10.5 0.03220728 0.0002190312
11.5 0.02634883 0.0001981115
12.5 0.02159416 0.0001793483
13.5 0.01793282 0.0001634381
14.5 0.01442639 0.0001465912
15.5 0.01200437 0.0001337207
16.5 0.01001729 0.000122153
17.5 0.008338559 0.0001114486
18.5 0.006874321 0.0001011915
19.5 0.005533717 9.07899e-05
20.5 0.00464296 8.316231e-05
21.5 0.003849024 7.571891e-05
22.5 0.003247242 6.954828e-05
23.5 0.002663334 6.298569e-05
24.5 0.002238809 5.774809e-05
25.5 0.001821732 5.209204e-05
26.5 0.001590851 4.867924e-05
27.5 0.001359969 4.500839e-05
28.5 0.001063546 3.980221e-05
29.5 0.0008177687 3.490152e-05
30.5 0.0006420005 3.092408e-05
31.5 0.0004582881 1.508474e-05
34.5 0.000237138 8.405134e-06
39.5 6.926456e-05 3.212067e-06
49.5 7.89467e-06 1.084416e-06
59.5 1.340604e-06 4.468681e-07
69.5 1.48956e-07 1.48956e-07
79.5 7.447802e-08 7.447802e-08
99.5 0.0 nan
120.5 0 0
END

BEGIN HISTO1D ATLAS_2010_I882098_d10-x01-y01
0.5 0.9525742 0.0009105819
0.6 0.606007 0.0006674401
0.7 0.3885153 0.0004971717
0.8 0.2504658 0.0003747751
0.9 0.1645016 0.0002871766
1.0 0.1111725 0.0002244701
1.1 0.07681897 0.000178246
1.2 0.05474768 0.0001443117
1.3 0.03998781 0.0001186523
1.4 0.02977943 9.878073e-05
1.5 0.02249738 8.303677e-05
1.6 0.0173502 7.066923e-05
1.7 0.01349956 6.052122e-05
1.8 0.01076904 5.256902e-05
1.9 0.008607511 4.57754e-05
2.0 0.006862681 3.986087e-05
2.1 0.005505992 3.486235e-05
2.2 0.004508284 3.083494e-05
2.3 0.003696457 2.732034e-05
2.4 0.003058719 2.43394e-05
2.5 0.002217927 1.268694e-05
2.75 0.001445251 9.781875e-06
3.0 0.0009470721 7.592953e-06
3.25 0.0006425821 6.016519e-06
3.5 0.0003931996 3.167529e-06
4.0 0.0002072136 2.157946e-06
4.5 0.000111204 1.495e-06
5.0 5.419032e-05 6.89184e-07
6.0 2.174809e-05 4.009231e-07
7.0 1.004163e-05 2.528914e-07
8.0 4.729663e-06 1.63086e-07
9.0 2.514843e-06 1.122947e-07
10.0 6.114844e-07 2.248884e-08
15.0 6.97408e-08 6.305299e-09
20.0 9.70567e-09 1.411842e-09
30.0 5.876903e-10 1.975663e-10
50.0 0 0
END

BEGIN HISTO1D L3_2004_I652683_d59-x01-y02
1.0 5.752938e-05 8.575974e-06
3.0 0.0005522821 2.657168e-05
5.0 0.0042201 7.345138e-05
7.0 0.01722174 0.0001483806
9.0 0.04476297 0.0002392203
11.0 0.08514988 0.0003299367
13.0 0.1204052 0.0003923387
15.0 0.1396877 0.0004225886
17.0 0.1375604 0.0004193584
19.0 0.1214215 0.0003939911
21.0 0.0988636 0.0003555141
23.0 0.07514488 0.0003099476
25.0 0.05491371 0.0002649592
27.0 0.03769581 0.0002195256
29.0 0.02469545 0.0001776835
31.0 0.01558023 0.000141132
33.0 0.009655987 0.0001111059
35.0 0.005668562 8.512851e-05
37.0 0.003180736 6.376794e-05
39.0 0.001743779 4.721548e-05
41.0 0.0009191917 3.428006e-05
43.0 0.0004845252 2.488839e-05
45.0 0.0002250038 1.69603e-05
47.0 0.0001048313 1.157668e-05
49.0 4.602351e-05 7.670584e-06
51.0 2.429018e-05 5.57255e-06
53.0 6.392154e-06 2.858658e-06
55.0 3.835292e-06 2.214307e-06
57.0 0 0
END

BEGIN HISTO1D L3_2004_I652683_d65-x01-y02
0.0 0.0216694 0.0003721749
0.2 0.1125019 0.000848015
0.4 0.2790367 0.001335532
0.6 0.5226608 0.001827821
0.8 0.850802 0.00233205
1.0 1.240468 0.002815894
1.2 1.678963 0.003276002
1.4 2.133912 0.003693277
1.6 2.59841 0.004075468
1.8 3.054618 0.004418777
2.0 3.504978 0.004733324
2.2 3.926457 0.005009842
2.4 4.339326 0.005266654
2.6 4.752093 0.005511452
2.8 5.137591 0.005730643
3.0 5.462134 0.005908874
3.2 5.722313 0.006047967
3.4 5.878793 0.006130102
3.6 5.908408 0.006145523
3.8 5.84207 0.006110925
4.0 5.590846 0.005978089
4.2 5.18869 0.005759071
4.4 4.636037 0.005443736
4.6 3.986805 0.005048195
4.8 3.292707 0.004587754
5.0 2.620067 0.004092416
5.2 1.990267 0.003566804
5.4 1.454496 0.003049158
5.6 1.014185 0.00254614
5.8 0.6876807 0.002096607
6.0 0.4517846 0.001699375
6.2 0.2918082 0.001365754
6.4 0.1889457 0.001098986
6.6 0.1235667 0.0008887392
6.8 0.0830916 0.0007287896
7.0 0.05793209 0.0006085317
7.2 0.04273794 0.0005226734
7.4 0.03171147 0.0004502273
7.6 0.02481434 0.0003982676
7.8 0.01944493 0.0003525549
8.0 0 0
END

BEGIN HISTO1D ALEPH_1996_I428072_d17-x01-y01
0.2 0.06475 0.0008046738
0.3 0.11584 0.00107629
0.4 0.18858 0.001373244
0.5 0.27717 0.001664842
0.6 0.38631 0.001965477
0.7 0.51789 0.00227572
0.8 0.67212 0.002592528
0.9 0.83635 0.002891972
1.0 1.02091 0.003195168
1.1 1.22942 0.003506309
1.2 1.44389 0.003799855
1.3 1.68037 0.004099232
1.4 1.92818 0.004391105
1.5 2.16716 0.004655277
1.6 2.43441 0.004933974
1.7 2.71974 0.005215113
1.8 2.98549 0.005463964
1.9 3.2476 0.005698772
2.0 3.52987 0.005941271
2.1 3.7773 0.006145974
2.2 4.03473 0.006351952
2.3 4.27618 0.006539251
2.4 4.51875 0.006722165
2.5 4.74863 0.00689103
2.6 4.96483 0.007046155
2.7 5.18305 0.00719934
2.8 5.37554 0.007331807
2.9 5.56097 0.007457191
3.0 5.71395 0.007559067
3.1 5.86054 0.007655416
3.2 5.99474 0.007742571
3.3 6.10189 0.00781146
3.4 6.17507 0.007858161
3.5 6.23338 0.007895176
3.6 6.23787 0.007898019
3.7 6.20025 0.007874167
3.8 6.17073 0.007855399
3.9 6.06035 0.007784825
4.0 5.90648 0.007685363
4.1 5.71689 0.007561012
4.2 5.4844 0.007405674
4.3 5.22224 0.007226507
4.4 4.92211 0.007015775
4.5 4.58362 0.006770244
4.6 4.24575 0.006515942
4.7 3.89426 0.006240401
4.8 3.53447 0.005945141
4.9 3.16582 0.005626562
5.0 2.82882 0.005318665
5.1 2.48542 0.004985399
5.2 2.16902 0.004657274
5.3 1.86247 0.004315634
5.4 0 0
END

BEGIN HISTO1D EHS_1988_I265504_d06-x01-y01
0.0 540.5944 0.8072837
0.02 381.0897 0.6778038
0.04 292.8781 0.5942017
0.06 234.4855 0.5316777
0.08 193.4177 0.4828792
0.1 163.1936 0.4435494
0.12 138.9852 0.4093311
0.14 120.1017 0.380509
0.16 104.5635 0.3550426
0.18 92.54189 0.3340101
0.2 74.85376 0.1899885
0.25 57.05617 0.1658715
0.3 44.04167 0.1457311
0.35 34.53046 0.1290392
0.4 27.68204 0.1155366
0.45 22.12355 0.1032875
0.5 18.27933 0.09388592
0.55 15.12468 0.08540109
0.6 12.45851 0.07750923
0.65 10.45828 0.07101507
0.7 8.670227 0.06465999
0.75 7.342207 0.05950229
0.8 6.196464 0.05466286
0.85 5.288453 0.05049922
0.9 4.551146 0.04684689
0.95 3.910764 0.04342614
1.0 3.156098 0.02758548
1.1 2.342119 0.02376347
1.2 1.789982 0.02077446
1.3 1.363463 0.01813122
1.4 1.04496 0.01587286
1.5 0.8527974 0.01433931
1.6 0.6849865 0.01285128
1.7 0.5427331 0.01143928
1.8 0.4605154 0.01053725
1.9 0.360938 0.009328712
2.0 0.2763092 0.005771492
2.2 0.199637 0.004905813
2.4 0.1463523 0.004200395
2.6 0.1076545 0.003602521
2.8 0.07956549 0.003097082
3.0 0.05569584 0.001832259
3.4 0.0328509 0.001407178
3.8 0.02302577 0.001178101
4.2 0.01368285 0.0009081628
4.6 0.007655164 0.000679286
5.0 0 0
END

