BEGIN HISTO1D ATLAS_2010_I882098_d17-x01-y01
0.5 0.1411291 0.0004755382
1.5 0.1282207 0.0004532691
2.5 0.1104251 0.0004206405
3.5 0.09387779 0.0003878453
4.5 0.07762687 0.0003526819
5.5 0.06416723 0.0003206518
6.5 0.05402764 0.0002942287
7.5 0.04582847 0.0002709847
8.5 0.03908904 0.0002502676
9.5 0.03338792 0.0002312979
10.5 0.02856809 0.0002139526
11.5 0.02490835 0.0001997789
12.5 0.02146973 0.0001854771
13.5 0.01868647 0.0001730377
14.5 0.01589359 0.0001595835
15.5 0.01383619 0.0001488968
16.5 0.01203837 0.0001388868
17.5 0.01013479 0.0001274337
18.5 0.009152555 0.0001211012
19.5 0.007838638 0.0001120721
20.5 0.006577598 0.0001026622
21.5 0.00591423 9.734781e-05
22.5 0.005162733 9.095298e-05
23.5 0.004531412 8.521065e-05
24.5 0.003747869 7.749421e-05
25.5 0.003310431 7.283151e-05
26.5 0.002807296 6.706891e-05
27.5 0.002536501 6.375212e-05
28.5 0.002091051 5.788412e-05
29.5 0.001845894 5.438516e-05
30.5 0.001560677 5.000733e-05
31.5 0.001181991 2.512602e-05
34.5 0.0006684955 1.463664e-05
39.5 0.0002180782 5.911303e-06
49.5 4.198126e-05 2.593611e-06
59.5 8.973094e-06 1.19908e-06
69.5 2.403507e-06 6.205829e-07
79.5 2.403507e-07 1.387666e-07
99.5 0.0 nan
120.5 0 0
END

BEGIN HISTO1D ATLAS_2010_I882098_d10-x01-y01
0.5 1.105532 0.001018632
0.6 0.6187404 0.000699922
0.7 0.3691636 0.0005027576
0.8 0.2348452 0.0003763759
0.9 0.1570048 0.0002909638
1.0 0.1080705 0.0002295298
1.1 0.07684961 0.0001849078
1.2 0.05530674 0.0001504231
1.3 0.0409866 0.0001245806
1.4 0.03053174 0.0001037422
1.5 0.02322366 8.749482e-05
1.6 0.01776318 7.416053e-05
1.7 0.01380582 6.347915e-05
1.8 0.01086776 5.477503e-05
1.9 0.008477053 4.711443e-05
2.0 0.006841101 4.127777e-05
2.1 0.005434314 3.592518e-05
2.2 0.004439653 3.173871e-05
2.3 0.003578968 2.788295e-05
2.4 0.002915702 2.46474e-05
2.5 0.00212516 1.288054e-05
2.75 0.001355225 9.826655e-06
3.0 0.0008834486 7.60695e-06
3.25 0.0005959407 6.010553e-06
3.5 0.0003532695 3.1142e-06
4.0 0.0001835251 2.106511e-06
4.5 9.844711e-05 1.458545e-06
5.0 4.710974e-05 6.672554e-07
6.0 1.792283e-05 3.776208e-07
7.0 7.901211e-06 2.32763e-07
8.0 4.047586e-06 1.564569e-07
9.0 1.968878e-06 1.031042e-07
10.0 5.376462e-07 2.187999e-08
15.0 6.422376e-08 6.201689e-09
20.0 7.829977e-09 1.312761e-09
30.0 9.031607e-10 2.617248e-10
50.0 0 0
END

BEGIN HISTO1D L3_2004_I652683_d59-x01-y02
