BEGIN HISTO1D ATLAS_2010_I882098_d17-x01-y01
0.5 0.1196519 0.0004320465
1.5 0.1108891 0.000415925
2.5 0.09596241 0.00038692
3.5 0.08158178 0.0003567527
4.5 0.06788601 0.0003254324
5.5 0.05763954 0.0002998685
6.5 0.04880492 0.0002759322
7.5 0.0421419 0.0002564057
8.5 0.0379079 0.0002431843
9.5 0.03336968 0.0002281638
10.5 0.0296817 0.0002151865
11.5 0.02672851 0.0002042011
12.5 0.02327141 0.0001905382
13.5 0.02153507 0.0001832921
14.5 0.01948671 0.0001743572
15.5 0.01764116 0.0001658953
16.5 0.01573476 0.0001566754
17.5 0.01459124 0.0001508748
18.5 0.01327143 0.0001438896
19.5 0.01205926 0.0001371611
20.5 0.01100622 0.0001310358
21.5 0.0100109 0.0001249704
22.5 0.009070189 0.0001189539
23.5 0.008188755 0.0001130263
24.5 0.007525729 0.000108354
25.5 0.00675194 0.0001026325
26.5 0.006199678 9.834567e-05
27.5 0.005703579 9.432882e-05
28.5 0.00494539 8.783567e-05
29.5 0.004533534 8.409866e-05
30.5 0.004038995 7.937931e-05
31.5 0.003294847 4.139307e-05
34.5 0.002068952 2.540743e-05
39.5 0.0008960984 1.182357e-05
49.5 0.0002393132 6.11018e-06
59.5 4.773784e-05 2.72899e-06
69.5 1.014039e-05 1.257761e-06
79.5 1.326051e-06 3.216146e-07
99.5 0.0 nan
120.5 0 0
END

BEGIN HISTO1D ATLAS_2010_I882098_d10-x01-y01
0.5 1.264336 0.001074273
0.6 0.7535407 0.0007619016
0.7 0.4716089 0.0005605995
0.8 0.309575 0.0004263331
0.9 0.2120176 0.0003335634
1.0 0.1509093 0.0002676023
1.1 0.1095269 0.0002177835
1.2 0.08083356 0.0001794158
1.3 0.06055663 0.0001494065
1.4 0.04612885 0.0001258138
1.5 0.03535768 0.0001065291
1.6 0.02754492 9.112047e-05
1.7 0.02143664 7.805287e-05
1.8 0.01681208 6.72205e-05
1.9 0.01339518 5.844106e-05
2.0 0.01078008 5.112822e-05
2.1 0.008607744 4.461031e-05
2.2 0.006942043 3.916071e-05
2.3 0.005722006 3.478961e-05
2.4 0.004679287 3.080959e-05
2.5 0.003370706 1.600703e-05
2.75 0.002150833 1.221361e-05
3.0 0.001405179 9.466307e-06
3.25 0.0009430477 7.460638e-06
3.5 0.0005490157 3.831421e-06
