BEGIN HISTO1D ATLAS_2010_I882098_d17-x01-y01
0.5 0.131472 0.0004527088
1.5 0.1373535 0.0004627242
2.5 0.1289903 0.0004484157
3.5 0.1119473 0.0004177431
4.5 0.09378361 0.0003823542
5.5 0.0763806 0.0003450594
6.5 0.06089809 0.0003081088
7.5 0.04940623 0.0002775193
8.5 0.03924096 0.0002473274
9.5 0.03215754 0.0002238947
10.5 0.02511465 0.0001978636
11.5 0.02065946 0.0001794576
12.5 0.0171801 0.0001636497
13.5 0.01375842 0.0001464491
14.5 0.01114735 0.0001318221
15.5 0.009061603 0.0001188516
16.5 0.007431044 0.0001076285
17.5 0.006121609 9.768663e-05
18.5 0.005050678 8.873137e-05
19.5 0.004009366 7.905697e-05
20.5 0.003381148 7.259964e-05
21.5 0.002695254 6.481898e-05
22.5 0.002235393 5.903088e-05
23.5 0.00199533 5.577116e-05
24.5 0.001540145 4.899854e-05
25.5 0.001264228 4.439306e-05
26.5 0.0009618113 3.872106e-05
27.5 0.0008106027 3.554728e-05
28.5 0.0006562764 3.198495e-05
29.5 0.0005720984 2.98633e-05
30.5 0.0004395961 2.617757e-05
31.5 0.0003242411 1.298003e-05
34.5 0.0001596264 7.054556e-06
39.5 4.349195e-05 2.603795e-06
49.5 5.144209e-06 8.954919e-07
59.5 2.182392e-06 5.832688e-07
69.5 3.117703e-07 2.204549e-07
79.5 7.794257e-08 7.794257e-08
99.5 0.0 nan
120.5 0 0
END

BEGIN HISTO1D ATLAS_2010_I882098_d10-x01-y01
0.5 0.972749 0.0009424086
0.6 0.540098 0.0006450425
0.7 0.3119789 0.0004559582
0.8 0.1914044 0.0003352131
0.9 0.1236555 0.0002547105
1.0 0.08371486 0.0001992664
1.1 0.0584868 0.0001591068
1.2 0.0423432 0.0001298149
1.3 0.03087125 0.0001066508
1.4 0.02289759 8.860507e-05
1.5 0.01750628 7.492272e-05
1.6 0.01339909 6.352738e-05
1.7 0.01052508 5.46723e-05
1.8 0.008235166 4.703082e-05
1.9 0.006508665 4.072179e-05
2.0 0.005228206 3.559177e-05
2.1 0.004166439 3.102315e-05
2.2 0.003344534 2.717112e-05
2.3 0.002735586 2.404448e-05
2.4 0.002284094 2.151607e-05
2.5 0.001653004 1.120465e-05
2.75 0.001084984 8.669883e-06
3.0 0.0007096128 6.72503e-06
3.25 0.000484901 5.347599e-06
3.5 0.0002848938 2.758997e-06
4.0 0.0001520333 1.890746e-06
4.5 8.385316e-05 1.327435e-06
5.0 4.043589e-05 6.094349e-07
6.0 1.536402e-05 3.44827e-07
7.0 6.971204e-06 2.157058e-07
8.0 3.513968e-06 1.4354e-07
9.0 1.858331e-06 9.867252e-08
10.0 4.994097e-07 2.088363e-08
15.0 5.531492e-08 5.755177e-09
20.0 8.880517e-09 1.377914e-09
30.0 6.054295e-10 2.149121e-10
50.0 0 0
END

BEGIN HISTO1D L3_2004_I652683_d59-x01-y02
